75668,Jnos Martinek,Male,31,Over 30,175,69,HUN,1996,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
75671,Giuseppe Martinelli,Male,21,18-25,174,74,ITA,1976,Cycling,"Cycling Men's Road Race, Individual",Silver
75674,Silvio Martinello,Male,33,Over 30,177,71,ITA,1996,Cycling,Cycling Men's Points Race,Gold
75674,Silvio Martinello,Male,37,Over 30,177,71,ITA,2000,Cycling,Cycling Men's Madison,Bronze
67567,Charles Symonds Leaf,Male,40,Over 30,,,GBR,1936,Sailing,Sailing Mixed 6 metres,Gold
67568,Henry Meredith Leaf,Male,45,Over 30,,,GBR,1908,Racquets,Racquets Men's Singles,Silver
67568,Henry Meredith Leaf,Male,45,Over 30,,,GBR,1908,Racquets,Racquets Men's Doubles,Bronze
96444,Olga Dmitriyevna Potashova,Female,24,18-25,204,98,RUS,2000,Volleyball,Volleyball Women's Volleyball,Silver
99245,"Alfred ""Toby"" Rawlinson",Male,33,Over 30,,,GBR,1900,Polo,Polo Men's Polo,Gold
99246,"Katherine Louise Rawls (-Thompson, -Green)",Female,15,Under 18,,,USA,1932,Diving,Diving Women's Springboard,Silver
99246,"Katherine Louise Rawls (-Thompson, -Green)",Female,19,18-25,,,USA,1936,Diving,Diving Women's Springboard,Silver
99246,"Katherine Louise Rawls (-Thompson, -Green)",Female,19,18-25,,,USA,1936,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
99249,"Ronald Rawson ""Ron"" Rawson",Male,27,25-30,,,GBR,1920,Boxing,Boxing Men's Heavyweight,Gold
99252,Mary Elise Ray,Female,18,18-25,152,48,USA,2000,Gymnastics,Gymnastics Women's Team All-Around,Bronze
69734,Christina Liebherr,Female,29,25-30,171,60,SUI,2008,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
69736,Otto Liebing,Male,21,18-25,,,GER,1912,Rowing,Rowing Men's Coxed Eights,Bronze
69743,Tom Liebscher,Male,23,18-25,189,89,GER,2016,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
69748,Nils Erik Liedholm,Male,25,18-25,,,SWE,1948,Football,Football Men's Football,Gold
67570,"Cornelius ""Con"" Leahy",Male,29,25-30,,,GBR,1906,Athletics,Athletics Men's High Jump,Gold
67570,"Cornelius ""Con"" Leahy",Male,29,25-30,,,GBR,1906,Athletics,Athletics Men's Triple Jump,Silver
67570,"Cornelius ""Con"" Leahy",Male,32,Over 30,,,GBR,1908,Athletics,Athletics Men's High Jump,Silver
67571,"Patrick Joseph ""Pat"" Leahy",Male,22,18-25,,,GBR,1900,Athletics,Athletics Men's High Jump,Silver
67571,"Patrick Joseph ""Pat"" Leahy",Male,22,18-25,,,GBR,1900,Athletics,Athletics Men's Long Jump,Bronze
88121,Diane Carolyn O'Grady,Female,28,25-30,180,75,CAN,1996,Rowing,Rowing Women's Quadruple Sculls,Bronze
88124,Stuart Peter O'Grady,Male,18,18-25,177,71,AUS,1992,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
88124,Stuart Peter O'Grady,Male,22,18-25,177,71,AUS,1996,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
88124,Stuart Peter O'Grady,Male,22,18-25,177,71,AUS,1996,Cycling,Cycling Men's Points Race,Bronze
88124,Stuart Peter O'Grady,Male,31,Over 30,177,71,AUS,2004,Cycling,Cycling Men's Madison,Gold
99254,Joie William Ray,Male,30,25-30,165,54,USA,1924,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
99263,Valentin Raychev,Male,26,25-30,174,74,BUL,1980,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
80271,Sao Mirjani,Male,24,18-25,187,99,SLO,1992,Rowing,Rowing Men's Coxless Fours,Bronze
80274,"Maksim Nikolayevich ""Max"" Mirnyi",Male,35,Over 30,196,90,BLR,2012,Tennis,Tennis Mixed Doubles,Gold
88131,smail Oan,Male,27,25-30,170,73,TUR,1960,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
88131,smail Oan,Male,31,Over 30,170,73,TUR,1964,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
88133,Sanasar Razmikovich Oganisyan,Male,20,18-25,180,90,URS,1980,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
88136,Michihiro Ogasawara,Male,30,25-30,178,81,JPN,2004,Baseball,Baseball Men's Baseball,Bronze
93764,Samantha Nicole Peszek,Female,16,Under 18,152,50,USA,2008,Gymnastics,Gymnastics Women's Team All-Around,Silver
93767,Tuuli Pauliina Petj (-Sirn),Female,28,25-30,169,60,FIN,2012,Sailing,Sailing Women's Windsurfer,Silver
93770,Worapoj Petchkoom,Male,23,18-25,170,54,THA,2004,Boxing,Boxing Men's Bantamweight,Silver
69760,"William Barner ""Bill"" Lienhard",Male,22,18-25,195,82,USA,1952,Basketball,Basketball Men's Basketball,Gold
102084,Mauricio Javier Rojas Toro,Male,22,18-25,,,CHI,2000,Football,Football Men's Football,Bronze
102086,Ricardo Rojas Farias,Male,25,18-25,180,81,CUB,1980,Boxing,Boxing Men's Light-Heavyweight,Bronze
102089,Yulimar del Valle Rojas Rodrguez,Female,20,18-25,192,72,VEN,2016,Athletics,Athletics Women's Triple Jump,Silver
102090,"Susan Marie ""Sue"" Rojcewicz",Female,23,18-25,170,59,USA,1976,Basketball,Basketball Women's Basketball,Silver
102092,Zoran Roje,Male,24,18-25,193,93,YUG,1980,Water Polo,Water Polo Men's Water Polo,Silver
102092,Zoran Roje,Male,28,25-30,193,93,YUG,1984,Water Polo,Water Polo Men's Water Polo,Gold
80287,Yevgeny Vasilyevich Mironov,Male,26,25-30,193,130,URS,1976,Athletics,Athletics Men's Shot Put,Silver
80290,Yelena Miroshina,Female,18,18-25,142,32,EUN,1992,Diving,Diving Women's Platform,Silver
80291,"Aleksandr Viktorovich ""Alex"" Miroshnichenko",Male,24,18-25,193,91,URS,1988,Boxing,Boxing Men's Super-Heavyweight,Bronze
93779,Babett Peter,Female,20,18-25,172,64,GER,2008,Football,Football Women's Football,Bronze
93779,Babett Peter,Female,28,25-30,172,64,GER,2016,Football,Football Women's Football,Gold
93780,Birgit Peter (-Hndle),Female,24,18-25,185,78,GDR,1988,Rowing,Rowing Women's Double Sculls,Gold
93780,Birgit Peter (-Hndle),Female,28,25-30,185,78,GER,1992,Rowing,Rowing Women's Quadruple Sculls,Gold
93782,"Karl-August ""Heinrich"" Peter",Male,26,25-30,,,GER,1936,Hockey,Hockey Men's Hockey,Silver
93783,Horst Peter,Male,26,25-30,185,83,GDR,1972,Volleyball,Volleyball Men's Volleyball,Silver
93790,Michael Peter,Male,23,18-25,185,70,FRG,1972,Hockey,Hockey Men's Hockey,Gold
72061,Alfred Lcker,Male,25,18-25,180,90,GER,1956,Hockey,Hockey Men's Hockey,Bronze
72070,Robert Lucy,Male,25,18-25,,,SUI,1948,Gymnastics,Gymnastics Men's Team All-Around,Silver
88145,"Carlton Susumi ""Carl"" Ogawa",Male,22,18-25,,,CAN,1956,Rowing,Rowing Men's Coxed Eights,Silver
88151,Naoya Ogawa,Male,24,18-25,191,130,JPN,1992,Judo,Judo Men's Heavyweight,Silver
88154,Roman Grzegorz Ogaza,Male,23,18-25,177,76,POL,1976,Football,Football Men's Football,Silver
88155,Ruth Ogbeifo,Female,28,25-30,161,75,NGR,2000,Weightlifting,Weightlifting Women's Heavyweight,Silver
88157,Chinedu Obasi Ogbuke,Male,22,18-25,175,78,NGR,2008,Football,Football Men's Football,Silver
85338,"Stefanie ""Steffi"" Nerius",Female,32,Over 30,178,72,GER,2004,Athletics,Athletics Women's Javelin Throw,Silver
85339,Manfred Nerlinger,Male,23,18-25,182,148,FRG,1984,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
85339,Manfred Nerlinger,Male,27,25-30,182,148,FRG,1988,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
85339,Manfred Nerlinger,Male,31,Over 30,182,148,GER,1992,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
85342,Spartaco Nerozzi,Male,,,,,ITA,1906,Gymnastics,Gymnastics Men's Team All-Around,Bronze
93790,Michael Peter,Male,35,Over 30,185,70,FRG,1984,Hockey,Hockey Men's Hockey,Silver
82934,Mildred Muis,Female,20,18-25,185,74,NED,1988,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
82935,Valdis Muinieks,Male,21,18-25,183,77,URS,1956,Basketball,Basketball Men's Basketball,Silver
82935,Valdis Muinieks,Male,25,18-25,183,77,URS,1960,Basketball,Basketball Men's Basketball,Silver
82935,Valdis Muinieks,Male,29,25-30,183,77,URS,1964,Basketball,Basketball Men's Basketball,Silver
82936,Razija Mujanovi (-Gibanica),Female,21,18-25,201,102,YUG,1988,Basketball,Basketball Women's Basketball,Silver
82938,Muhamed Muji,Male,23,18-25,,,YUG,1956,Football,Football Men's Football,Silver
72071,"Thomas David ""Tom"" Lucy",Male,20,18-25,194,94,GBR,2008,Rowing,Rowing Men's Coxed Eights,Silver
72077,Alexander Lderitz,Male,22,18-25,196,82,GER,1996,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
74413,Josef Manger,Male,23,18-25,,105,GER,1936,Weightlifting,Weightlifting Men's Heavyweight,Gold
74414,Vincenzo Mangiacapre,Male,23,18-25,171,64,ITA,2012,Boxing,Boxing Men's Light-Welterweight,Bronze
74416,Giovanni Mangiante,Male,18,18-25,,,ITA,1912,Gymnastics,Gymnastics Men's Team All-Around,Gold
74417,"Lorenzo ""Renzo"" Mangiante",Male,21,18-25,,,ITA,1912,Gymnastics,Gymnastics Men's Team All-Around,Gold
74417,"Lorenzo ""Renzo"" Mangiante",Male,29,25-30,,,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
74419,Dario Mangiarotti,Male,32,Over 30,,,ITA,1948,Fencing,"Fencing Men's epee, Team",Silver
74419,Dario Mangiarotti,Male,36,Over 30,,,ITA,1952,Fencing,"Fencing Men's epee, Individual",Silver
82944,Sadik Mujki,Male,20,18-25,190,79,YUG,1988,Rowing,Rowing Men's Coxless Pairs,Bronze
82944,Sadik Mujki,Male,24,18-25,190,79,SLO,1992,Rowing,Rowing Men's Coxless Fours,Bronze
82956,Nail Narimanovich Mukhamedyarov,Male,25,18-25,171,90,URS,1988,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
74419,Dario Mangiarotti,Male,36,Over 30,,,ITA,1952,Fencing,"Fencing Men's epee, Team",Gold
74420,Edoardo Mangiarotti,Male,17,Under 18,,,ITA,1936,Fencing,"Fencing Men's epee, Team",Gold
74420,Edoardo Mangiarotti,Male,29,25-30,,,ITA,1948,Fencing,"Fencing Men's Foil, Team",Silver
74420,Edoardo Mangiarotti,Male,29,25-30,,,ITA,1948,Fencing,"Fencing Men's epee, Individual",Bronze
74420,Edoardo Mangiarotti,Male,29,25-30,,,ITA,1948,Fencing,"Fencing Men's epee, Team",Silver
74420,Edoardo Mangiarotti,Male,33,Over 30,,,ITA,1952,Fencing,"Fencing Men's Foil, Individual",Silver
74420,Edoardo Mangiarotti,Male,33,Over 30,,,ITA,1952,Fencing,"Fencing Men's Foil, Team",Silver
74420,Edoardo Mangiarotti,Male,33,Over 30,,,ITA,1952,Fencing,"Fencing Men's epee, Individual",Gold
74420,Edoardo Mangiarotti,Male,33,Over 30,,,ITA,1952,Fencing,"Fencing Men's epee, Team",Gold
74420,Edoardo Mangiarotti,Male,37,Over 30,,,ITA,1956,Fencing,"Fencing Men's Foil, Team",Gold
74420,Edoardo Mangiarotti,Male,37,Over 30,,,ITA,1956,Fencing,"Fencing Men's epee, Individual",Bronze
74420,Edoardo Mangiarotti,Male,37,Over 30,,,ITA,1956,Fencing,"Fencing Men's epee, Team",Gold
74420,Edoardo Mangiarotti,Male,41,Over 30,,,ITA,1960,Fencing,"Fencing Men's Foil, Team",Silver
74420,Edoardo Mangiarotti,Male,41,Over 30,,,ITA,1960,Fencing,"Fencing Men's epee, Team",Gold
85352,Stephanie Nesbitt,Female,19,18-25,165,52,USA,2004,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
85360,Mauro Nespoli,Male,20,18-25,181,78,ITA,2008,Archery,Archery Men's Team,Silver
85360,Mauro Nespoli,Male,24,18-25,181,78,ITA,2012,Archery,Archery Men's Team,Gold
82959,Lev Dmitriyevich Mukhin,Male,20,18-25,,,URS,1956,Boxing,Boxing Men's Heavyweight,Silver
82961,Yury Valeryevich Mukhin,Male,20,18-25,,,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
96448,Camelia Alina Potec,Female,22,18-25,178,65,ROU,2004,Swimming,Swimming Women's 200 metres Freestyle,Gold
74441,Marta Elisabet Mangu Gonzlez,Female,29,25-30,170,75,ESP,2012,Handball,Handball Women's Handball,Bronze
78018,Miloslav Me,Male,24,18-25,190,81,TCH,1988,Tennis,Tennis Men's Singles,Gold
78018,Miloslav Me,Male,24,18-25,190,81,TCH,1988,Tennis,Tennis Men's Doubles,Bronze
91073,Herbert Pankau,Male,23,18-25,176,70,GER,1964,Football,Football Men's Football,Bronze
91076,Nikolay Ivanovich Pankin,Male,19,18-25,178,74,URS,1968,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
91076,Nikolay Ivanovich Pankin,Male,19,18-25,178,74,URS,1968,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
67584,Paulo Vicente Pereira d'Ea e Albuquerque Leal,Male,26,25-30,,,POR,1928,Fencing,"Fencing Men's epee, Team",Bronze
96453,Warren James Potent,Male,46,Over 30,175,73,AUS,2008,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
96460,Louis Adrien Potheau,Male,37,Over 30,,,FRA,1908,Sailing,Sailing Mixed 6 metres,Bronze
99266,Georgi Petkov Raykov,Male,26,25-30,178,100,BUL,1980,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
99269,"Petrus Josephus ""Piet"" Raymakers",Male,35,Over 30,191,87,NED,1992,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
99269,"Petrus Josephus ""Piet"" Raymakers",Male,35,Over 30,191,87,NED,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
99273,Lisa Raymond,Female,38,Over 30,165,55,USA,2012,Tennis,Tennis Mixed Doubles,Bronze
99274,Louis Bosman Raymond,Male,24,18-25,,,RSA,1920,Tennis,Tennis Men's Singles,Gold
67588,Robin John Leamy,Male,23,18-25,185,79,USA,1984,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
67589,David Francis Lean,Male,21,18-25,182,65,AUS,1956,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
67590,Oscar Brje Leander,Male,30,25-30,,,SWE,1948,Football,Football Men's Football,Gold
67591,"Matthew Fillip ""Matt"" Leanderson",Male,21,18-25,,,USA,1952,Rowing,Rowing Men's Coxed Fours,Bronze
67594,"Benjamin ""Ben"" Lear, Jr.",Male,32,Over 30,,,USA,1912,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
67596,John Scott Leary,Male,22,18-25,,,USA,1904,Swimming,Swimming Men's 50 yard Freestyle,Silver
67596,John Scott Leary,Male,22,18-25,,,USA,1904,Swimming,Swimming Men's 100 yard Freestyle,Bronze
75676,Nicolae Martinescu,Male,28,25-30,183,100,ROU,1968,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
75676,Nicolae Martinescu,Male,32,Over 30,183,100,ROU,1972,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
75677,Lucien Martinet,Male,,,,,FRA,1900,Rowing,Rowing Men's Coxed Pairs,Silver
78024,Linda Flan Medalen,Female,31,Over 30,167,62,NOR,1996,Football,Football Women's Football,Bronze
78026,Philippe Mdard,Male,33,Over 30,185,85,FRA,1992,Handball,Handball Men's Handball,Bronze
99278,"Peter Harlow ""Pete"" Raymond",Male,25,18-25,193,86,USA,1972,Rowing,Rowing Men's Coxed Eights,Silver
99281,Alexis Raynaud,Male,21,18-25,172,78,FRA,2016,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
99285,Harold Marvin Rayner,Male,31,Over 30,178,,USA,1920,Fencing,"Fencing Men's Foil, Team",Bronze
80293,Viktor Volodymyrovych Miroshnychenko,Male,20,18-25,164,51,URS,1980,Boxing,Boxing Men's Flyweight,Silver
80294,Nikola Miroti Stajovi,Male,25,18-25,208,100,ESP,2016,Basketball,Basketball Men's Basketball,Bronze
80295,Victor Mirshauswka,Male,23,18-25,189,83,BRA,1964,Basketball,Basketball Men's Basketball,Bronze
80301,Ali Mirzai,Male,23,18-25,,56,IRI,1952,Weightlifting,Weightlifting Men's Bantamweight,Bronze
80306,Oksen Mirzoyan,Male,27,25-30,155,56,URS,1988,Weightlifting,Weightlifting Men's Bantamweight,Gold
78035,Julien Joseph Sylvio Mdcin,Male,29,25-30,,,MON,1924,Art Competitions,Art Competitions Mixed Architecture,Bronze
78036,Gisela Medefindt (-Bodis),Female,23,18-25,172,65,GDR,1980,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
102099,Antal Rka,Male,25,18-25,,,HUN,1952,Athletics,Athletics Men's 50 kilometres Walk,Bronze
102108,Olavi Antero Rokka,Male,26,25-30,172,70,FIN,1952,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
102109,Marianne Rokne,Female,22,18-25,178,73,NOR,2000,Handball,Handball Women's Handball,Bronze
67602,Lillie Mae Leatherwood (-King),Female,20,18-25,168,56,USA,1984,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
67602,Lillie Mae Leatherwood (-King),Female,24,18-25,168,56,USA,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
67605,"Robert Grandison ""Bob"" Leavitt",Male,22,18-25,180,73,USA,1906,Athletics,Athletics Men's 110 metres Hurdles,Gold
67611,Alain Jean Jacques Lebas,Male,26,25-30,184,77,FRA,1980,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
69771,Julia Lier,Female,24,18-25,183,78,GER,2016,Rowing,Rowing Women's Quadruple Sculls,Gold
69773,Hans Liesche,Male,20,18-25,188,67,GER,1912,Athletics,Athletics Men's High Jump,Silver
80308,Mvlud Mirliyev,Male,34,Over 30,183,103,AZE,2008,Judo,Judo Men's Half-Heavyweight,Bronze
80311,Miloslava Miskov (-amkov),Female,26,25-30,,,TCH,1948,Gymnastics,Gymnastics Women's Team All-Around,Gold
80314,Koichi Misawa,Male,22,18-25,177,83,JPN,1996,Baseball,Baseball Men's Baseball,Silver
80318,Hesham Hasan Misbah,Male,26,25-30,176,90,EGY,2008,Judo,Judo Men's Middleweight,Bronze
88162,Aritatsu Ogi,Male,25,18-25,177,73,JPN,1968,Football,Football Men's Football,Bronze
88176,Valentina Vitalyevna Ogiyenko,Female,23,18-25,182,72,URS,1988,Volleyball,Volleyball Women's Volleyball,Gold
88176,Valentina Vitalyevna Ogiyenko,Female,27,25-30,182,72,EUN,1992,Volleyball,Volleyball Women's Volleyball,Silver
69786,"Frey Fritiof ""Frej"" Liewendahl",Male,21,18-25,172,62,FIN,1924,Athletics,"Athletics Men's 3,000 metres, Team",Gold
93793,"Edward Percival ""Percy"" Peter",Male,18,18-25,,,GBR,1920,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
93798,"Victor John ""V. J."" Peter",Male,23,18-25,165,59,IND,1960,Hockey,Hockey Men's Hockey,Silver
93798,"Victor John ""V. J."" Peter",Male,27,25-30,165,59,IND,1964,Hockey,Hockey Men's Hockey,Gold
93798,"Victor John ""V. J."" Peter",Male,31,Over 30,165,59,IND,1968,Hockey,Hockey Men's Hockey,Bronze
93799,Werner Peter,Male,30,25-30,171,68,GDR,1980,Football,Football Men's Football,Silver
72100,Erich Ludwig,Male,,,,,GER,1900,Rugby,Rugby Men's Rugby,Silver
72102,Klaus-Dieter Ludwig,Male,29,25-30,168,50,GDR,1972,Rowing,Rowing Men's Coxed Fours,Silver
72102,Klaus-Dieter Ludwig,Male,37,Over 30,168,50,GDR,1980,Rowing,Rowing Men's Coxed Eights,Gold
72103,Laura Ludwig,Female,30,25-30,181,70,GER,2016,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
75694,Armando Martnez Limendu,Male,18,18-25,180,71,CUB,1980,Boxing,Boxing Men's Light-Middleweight,Gold
85373,Yuliya Viktorovna Nesterenko (Bartsevich-),Female,25,18-25,176,62,BLR,2004,Athletics,Athletics Women's 100 metres,Gold
85375,Yury Igorevich Nesterov,Male,21,18-25,206,114,URS,1988,Handball,Handball Men's Handball,Gold
82975,Eridadi Mukwanga,Male,25,18-25,160,54,UGA,1968,Boxing,Boxing Men's Bantamweight,Silver
72109,Olaf Ludwig,Male,20,18-25,182,82,GDR,1980,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
72109,Olaf Ludwig,Male,28,25-30,182,82,GDR,1988,Cycling,"Cycling Men's Road Race, Individual",Gold
72110,Richard Ludwig,Male,22,18-25,,,GER,1900,Rugby,Rugby Men's Rugby,Silver
91077,Aleksandra Yuryevna Pankina,Female,24,18-25,,,BLR,1996,Rowing,Rowing Women's Coxed Eights,Bronze
91087,Viktor Aleksandrovich Pankrashkin,Male,31,Over 30,220,112,URS,1988,Basketball,Basketball Men's Basketball,Gold
91088,Denis Vladimirovich Pankratov,Male,22,18-25,188,84,RUS,1996,Swimming,Swimming Men's 100 metres Butterfly,Gold
91088,Denis Vladimirovich Pankratov,Male,22,18-25,188,84,RUS,1996,Swimming,Swimming Men's 200 metres Butterfly,Gold
85384,Daniel Mark Nestor,Male,28,25-30,191,87,CAN,2000,Tennis,Tennis Men's Doubles,Gold
85388,Mikhail Valeryevich Nestruyev,Male,35,Over 30,174,61,RUS,2004,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver
85388,Mikhail Valeryevich Nestruyev,Male,35,Over 30,174,61,RUS,2004,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
82984,Mbulaeni Tongai Mulaudzi,Male,23,18-25,171,62,RSA,2004,Athletics,Athletics Men's 800 metres,Silver
82985,John Joseph Francis Mulcahy,Male,27,25-30,,,USA,1904,Rowing,Rowing Men's Double Sculls,Gold
82985,John Joseph Francis Mulcahy,Male,27,25-30,,,USA,1904,Rowing,Rowing Men's Coxless Pairs,Silver
82988,Eefke Marije Mulder,Female,26,25-30,177,63,NED,2004,Hockey,Hockey Women's Hockey,Silver
82988,Eefke Marije Mulder,Female,30,25-30,177,63,NED,2008,Hockey,Hockey Women's Hockey,Gold
82991,"Laurens Siebrand ""Lau"" Mulder",Male,25,18-25,,,NED,1952,Hockey,Hockey Men's Hockey,Silver
82992,Mandy Mulder,Female,21,18-25,170,61,NED,2008,Sailing,Sailing Women's Three Person Keelboat,Silver
82996,"Teunis ""Teun"" Mulder",Male,31,Over 30,182,87,NED,2012,Cycling,Cycling Men's Keirin,Bronze
91088,Denis Vladimirovich Pankratov,Male,22,18-25,188,84,RUS,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
74452,Wiesaw Jan Maniak,Male,26,25-30,171,74,POL,1964,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
74453,Mirela Maniani-Tzelili,Female,23,18-25,165,64,GRE,2000,Athletics,Athletics Women's Javelin Throw,Silver
74453,Mirela Maniani-Tzelili,Female,27,25-30,165,64,GRE,2004,Athletics,Athletics Women's Javelin Throw,Bronze
74458,Carl Hans Theodor Manicus-Hansen,Male,28,25-30,,,DEN,1906,Gymnastics,Gymnastics Men's Team All-Around,Silver
74463,Tamara Ivanovna Manina,Female,22,18-25,162,56,URS,1956,Gymnastics,Gymnastics Women's Team All-Around,Gold
74463,Tamara Ivanovna Manina,Female,22,18-25,162,56,URS,1956,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
85389,Anthony Conrad Nesty,Male,20,18-25,180,78,SUR,1988,Swimming,Swimming Men's 100 metres Butterfly,Gold
85389,Anthony Conrad Nesty,Male,24,18-25,180,78,SUR,1992,Swimming,Swimming Men's 100 metres Butterfly,Bronze
85394,Mariya Vyacheslavovna Netesova,Female,17,Under 18,174,50,RUS,2000,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
85395,Acer Gary Nethercott,Male,30,25-30,174,55,GBR,2008,Rowing,Rowing Men's Coxed Eights,Silver
